Rank,WCA ID,Name,Elo
1229,2023CHAK16,Kruthic Chandrasekar,904
1230,2023MEYE10,Jabez Meyer,904
1231,2023ZINN01,Bear Zinn,904
1232,2022COPE01,Oliver Copeland,904
1233,2022VILL01,Lalo Villodas,904
1234,2022HUAN14,Lily Huang,904
1235,2024CLAR06,Lucas Clark,904
1236,2023JACO06,Rohan Jacob,903
1237,2022PORR01,Bryce Porras,903
1238,2022CODI01,Saynt Codiz,903
1239,2022KAVA01,Karthik Sai Kavarthapu,902
1240,2022SARI02,Uday Sai Varma Sarikonda,902
1241,2023SIGM01,Jamison Sigmon,902
1242,2023MANL02,Eva Manley,901
1243,2022REVE01,Dustin Reveles,901
1244,2023SALC05,Martin Salcedo,901
1245,2023LAUR16,David B. Laurencio,901
1246,2024HOOP01,Jasper Hoopes,901
1247,2023VEGA14,Daniel Vega,901
1248,2019BROW19,Mike Brown,900
1249,2021GORM01,Luke Gorman,900
1250,2022SLAG01,AJ Slagell,899
1251,2023NORR01,Elijah Boone Norris,899
1252,2017SING36,Ekansh Singh,899
1253,2023NGUY59,Nhan Quang Nguyen,899
1254,2023KAPL04,Aaron Kaplan,899
1255,2019STOC03,Tighe Stocker,898
1256,2023PASA03,Sujan Maris Pasala,898
1257,2024MANC07,Christopher Mancilla,898
1258,2022ROME05,Marcus Romero,898
1259,2022ZHOU01,Brady Zhou,898
1260,2024LOPE29,Andres Lopez,898
1261,2022RIOS01,Jayven Rios,898
1262,2022DOAN01,Asher Doane,897
1263,2024PATT02,Luke Patterson,897
1264,2023MCEA01,Reid McEachin,896
1265,2023BART25,Braylen Barton,896
1266,2022ZIEG01,Joshua Ziegler,896
1267,2023SCHO24,Hudson Schot,895
1268,2023WILL55,Adam Williamson,895
1269,2023MUTO01,Jackson Muto,895
1270,2023FERN13,Ari Fernandez,895
1271,2022RODR25,Hannah Rodriguez,895
1272,2022DIXO01,Luke Dixon,895
1273,2024LOTT01,James Wesley Lott,895
1274,2022MALH07,Daiwik Malhotra,894
1275,2023HODG07,Ashley Hodges,894
1276,2024PARV01,Arav Parvate-Patil,893
1277,2023WILS01,David Wilson,893
1278,2021STRA03,Jonah Stradtner,893
1279,2024SOLI03,Daniel John Soliman,893
1280,2013LIPK01,Gus Lipkin,892
1281,2023MADI01,Cooper-Beckett Madison,892
1282,2021BURL02,Jonathan Burlacu,892
1283,2022KHUS03,Vihaan Khushalani,892
1284,2024SANA02,Giancarlo Sanabria,891
1285,2022KEOD01,Logan Keodara,891
1286,2024DUNC02,Conway Duncan,891
1287,2022PONR01,Nithil Ponraj,891
1288,2022MAND05,Advait Manda,891
1289,2022KHUS01,Eshan Khushalani,890
1290,2023TKAC01,Mark Tkach,890
1291,2022VENK02,Sriram Venkatesh,890
1292,2023KUEV01,Chance Kueven,890
1293,2023DURA07,Henry Martin DuRant,890
1294,2022HAMP01,Josiah Hampton,890
1295,2024KARP01,Jade Karpen,890
1296,2024OTTE01,Eduardo Hugo Otterburg,889
1297,2023GLAD02,Declan Gladwin,889
1298,2023GARR14,Isaiah Garrison,888
1299,2022SEIG01,Caleb Seigler,888
1300,2021MARK03,Michael Mark,888
1301,2022BARL06,Dukes Barlow,888
1302,2022HOFF01,Jayden Hoffman,888
1303,2018SHEA01,Connor Shea,887
1304,2023WITM01,Seth Witmer,887
1305,2023MATT06,Liam Matthes,887
1306,2021BAWL01,Ali M. Bawla,887
1307,2022MEIE03,Taylor Madison Meier,887
1308,2018SCOT04,Hollis Scott,886
1309,2024JIAN05,Joshua Jiang,886
1310,2021BYRN02,Ezekiel Byrnes,886
1311,2022CROS07,Theodore Cross,886
1312,2022DRAI01,Jad Draissi,886
1313,2023YIMJ02,Jisan Yim,886
1314,2023SMIT72,Ace Smith,886
1315,2024GONG04,Kevin Gong,885
1316,2018AREN03,Esteban Arenas,885
1317,2024RODA02,Eli Rodack,885
1318,2024SANT48,Cheyenne Santana,885
1319,2017BREU02,Cole Breuer,885
1320,2023BACA02,Thad Bacak,884
1321,2023JEYA03,Sarah Jeyaraj,884
1322,2024LEYV02,Blake Leyva,884
1323,2024HOTC01,Dominic Hotchner,884
1324,2023DIXO03,Brynn Dixon,884
1325,2023SUKE01,Sam Sukendro,883
1326,2022SERR01,Leo Serra,883
1327,2023MONE01,Dean Money,883
1328,2022FOXJ01,JR Fox,883
1329,2023LEIB03,Aiden Leibowitz,883
1330,2023JOSH01,Achal Joshi,883
1331,2023SMIT07,Ben Smith,882
1332,2013MART03,Chris Martin,882
1333,2021RUSI01,Jonah Andrew Rusiniak,882
1334,2022BUNN02,Zen Bunnell,881
1335,2023NARA03,Sanuth Rashmika Naranpanawe,881
1336,2023STEW01,Jacob Stewart,881
1337,2023CHAP16,David Chapman,881
1338,2023GOOD02,Samuel Goodberry,881
1339,2022ORIA01,Edson Orians,880
1340,2022PALM03,Ethan John Palmer,880
1341,2023DAVI53,Mason Jeffery Davis,880
1342,2022YUSU04,Sakinah Yusufali,880
1343,2022PARK05,Oliver Parker,880
1344,2023RIDD03,Watson Riddle,880
1345,2022DECK03,Cole Decker,879
1346,2019TIMB03,Sebastian S. Timbal,879
1347,2024GALL18,Michael Gallardo,879
1348,2024SMIT15,Lane Smith,879
1349,2024BUEN04,Carlos Andres Cerna Bueno,879
1350,2022GARC39,Walker Garcia,879
1351,2024SCHM08,Justus Schmidt,878
1352,2022SERE02,Ryan Torabi Sereshki,878
1353,2020DWOR01,Kacper Paweł Dworak,878
1354,2023HOLL27,Shumon Devanath Holland,878
1355,2023KING20,Finn Kingdollar,877
1356,2022MCCO02,Cullen McCoy,877
1357,2022MISA01,Oliver Misaras,877
1358,2021SCOT05,Nathan Scott,877
1359,2022PITT01,Paxton Pitts,877
1360,2019NALL01,Christopher Nalley,877
1361,2023STON05,Justin Stones,877
1362,2022KESA01,Jayan Kesavan,877
1363,2024KELL12,Will Kelly,877
1364,2014SANC27,Jorge Sanchez,876
1365,2024THOM02,Avery Thomas,876
1366,2022JRGL01,Glenn Koster Jr.,875
1367,2023SMIT08,Jay Smith,875
1368,2022FIGU02,Rio Eduardo Cleveland Figueira,875
1369,2023BROW21,Ambrose Brown,875
1370,2022CHAP03,Jackson Chapman,875
1371,2023NGUY54,Khang Nguyen,875
1372,2022MERC06,Landon Mercer,874
1373,2023MONE03,Max Money,874
1374,2023THOM36,Caleb Thomas,874
1375,2023MOOR05,Harrison Moore,874
1376,2023SPER04,Faun William Sperry-Prokopy,873
1377,2024COHN01,Brody Michael Cohn,873
1378,2023MCFA06,Jace McFarland,872
1379,2023RUIZ33,Jonathan G. Silverio Ruiz,872
1380,2015TREL02,Caleb Trelford,871
1381,2022LACK01,Holden Lack,871
1382,2023NGUY58,Ethan Pierce Nguyen,871
1383,2024KENN11,Stevie Kenney,870
1384,2022LOPE02,Randall Lopez,870
1385,2023WINF01,Gage Winfield,870
1386,2024MOUR01,Bilal Mourad,870
1387,2009NOOR01,Komron Noorbakhsh,870
1388,2022MORA06,Emanuel Morales,870
1389,2023LUOJ01,James Luo,870
1390,2023RAYN01,Nathaniel Ray,869
1391,2023NORW01,Samuel Norwine,869
1392,2022MCLE03,Hubert McLean,869
1393,2023GLAZ03,Nathaniel Kelly Glazner,869
1394,2023BERR02,David Berryman,869
1395,2023GAFF02,Arabella Elise Gaffud,869
1396,2023CARD13,Walter Cardwell,869
1397,2023NELS07,Beckett Nelson,869
1398,2023NARW01,Asa Narwold,869
1399,2019SNOW02,Samuel Snowden,868
1400,2024MAGU01,Ellie Maguire,868
1401,2023PREB01,Noah Preble,868
1402,2023GUTH01,Wesley Guthrie,868
1403,2022HOLL01,Cooper Blake Holley,868
1404,2021GILL04,Case Gillespie,868
1405,2022MULL16,Declan Finn Mulligan,867
1406,2023ZHAO02,Ethan Zhao,867
1407,2023WILL69,Grayson Williams,867
1408,2024CHEN06,Ethan Chen,867
1409,2023KEND01,Micah Kendall,866
1410,2020SNOW02,Nate Snowden,866
1411,2022SAGE02,Gordon Sage,866
1412,2023HUJA02,Jason Hu,866
1413,2023SEAL01,Grady Seal,866
1414,2022LINK02,Willow Linker,866
1415,2024HOMI01,Joey Homiller,865
1416,2023HARM04,Logan Harmon,865
1417,2023MAND17,Nihir Mandalika,865
1418,2023SARA08,Ajay Sarathy,864
1419,2021BRUC01,Myles Bruce,864
1420,2023JOSE17,Jaylen Joseph,864
1421,2023DERK02,Patrick Derk,864
1422,2023PIZA01,Samuel Pizarro,864
1423,2022FRAS02,Hudson Fraser,863
1424,2022OROZ01,Job Orozco,863
1425,2023SMIT78,Julian Smith,863
1426,2022ROSE21,Drew Rosenthal,863
1427,2023BONZ01,Grant Bonzo,863
1428,2024KEGG01,Caleb William Kegg,863
1429,2023CARL21,Jacob Vincent Carluccio,862
1430,2022WENN04,Logan Wenninger,861
1431,2022MASO05,Alexander Mason,861
1432,2024WALL05,Colin Wallace,861
1433,2023VARM01,Namit Varma,861
1434,2023YAMA01,Nile Yamazaki,861
1435,2022HARR27,Benjamin Harris,861
1436,2023AYRE01,John Ayres,861
1437,2023LUCA03,Jackson Lucas,861
1438,2024KWAN01,Branko Kwan,860
1439,2023BRAY01,Statton Bray,860
1440,2023ABEY02,Laiden Abeykoon,860
1441,2016BART03,Michael Barton,860
1442,2022PRIT02,Evan Pritchard,860
1443,2024BARB04,Charles Barber,859
1444,2022SHAN19,Raphael Shanad,859
1445,2023ABEY04,Nethaya Abeykoon,859
1446,2023BROW15,Kai S. Brown,859
1447,2023YOUN30,Rhys Young,859
1448,2016THOR04,Nikolas Thornton,858
1449,2023SURL01,Kian Surlak-Ramsey,858
1450,2022EDWA19,Samuel Grey Edwards,858
1451,2022GUIL08,Nathan Guild,858
1452,2021PHRU01,Nathan Phruttitum,858
1453,2024EVAN06,Jaxon Evans,858
1454,2022BROW09,Owen Wesley Brown,858
1455,2022KIMO02,Olivia Kim,857
1456,2016JOHN14,Gavin Johnson,857
1457,2022WILS02,Hutchison Wilson,857
1458,2023PENN06,Brendan Walter Pennington,856
1459,2019DRES02,Jennette Dresdner,856
1460,2021BARE01,Uriah Barela,856
1461,2024EVAN07,Joshua Evans,856
1462,2023COOK08,Braycen Cook,856
1463,2017TOTH03,Nicholas Toth,856
1464,2024GANT01,Arjun Ganti,856
1465,2023RAJA06,Praneeth Rajaram,856
1466,2023MATT09,Cody Matthews,855
1467,2023WALL12,Jack Wallace,855
1468,2017BURK04,Schyler Burk,855
1469,2024CALL03,Tucker Callahan,855
1470,2023MAHA09,Atharva Mahajan,855
1471,2024ERST01,Zachary Erstein,854
1472,2023STRI05,Caleb Strickland,854
1473,2022WEST15,Charles Immanuel West,854
1474,2022BELL03,Joshua Bell,854
1475,2024PHAD01,Aarav Phadke,854
1476,2023HAMM06,Masa Hammond,854
1477,2023ELLE02,Lilliana Kristine Ellerson,853
1478,2024MATT07,Arjun Matta,853
1479,2022RIDD04,John Robert Riddell,853
1480,2022STAN09,Jack Wyatt Stanley,853
1481,2023WALT06,Jonas Walter,853
1482,2016CLAR06,Aaron Clark,853
1483,2024SHRI03,Sanaath Shriram,852
1484,2024SHET03,Jayen Sheth,852
1485,2023GREE30,Preston James Green,852
1486,2023NORO01,Adam Norona,852
1487,2024SINH02,Saksham Sinha,852
1488,2019HADA03,Dhwani Hada,851
1489,2022MCKI03,Moses Robert McKinney,851
1490,2023HART03,Alexander Hartman,851
1491,2023SCOT14,Jonah Scotti,851
1492,2019SMIT12,Benjamin Smith,851
1493,2021GILL03,Ben Gillespie,850
1494,2024IIIG01,Glenn Smith III,850
1495,2023JRTY01,Tyneal Haywood Jr.,849
1496,2024ROSE09,Dexter Rosenhan,849
1497,2022RAMK02,Goutam Ramkumar,849
1498,2023RENZ02,Levi Renz,849
1499,2023FERN78,Theodore Fernandez,849
1500,2023RAMI12,Daniel Esteban Palacios Ramirez,849
1501,2022DETW01,Levi Bennett Detwiler,849
1502,2022BAIL03,Samuel Bailey,848
1503,2024LARG02,Anthony Largura,848
1504,2023ISSA02,Rohan Issa,848
1505,2023MARS12,Jude Marsh,848
1506,2023CALL13,Chase Callaway,847
1507,2023COLE14,Ellis Coley,847
1508,2023ANDE14,Cameron Anderson,847
1509,2023WHIT31,Mickey Whitaker,847
1510,2023LANE02,Kaede Laney,847
1511,2021BAXT01,Quinn Baxter,846
1512,2024DESA02,Ian DeSantiago,846
1513,2023BARB34,David Barbale,846
1514,2023SCHW11,Magnus Schwenke,846
1515,2022HUNT11,Grayson Hunt,846
1516,2023REED07,Ashley Reed,846
1517,2022PAGE08,Brady Page,846
1518,2024BLAK03,Huey Blake,845
1519,2023GREG07,Mason Gregory,845
1520,2022KLIE01,John Reid Kliesch,845
1521,2015HOWE01,Caiti Howe,845
1522,2023HERN22,Luca Mateo Hernandez,845
1523,2023LEME02,Christian M. Lemell,845
1524,2021ZHAO18,Derek Zhao,845
1525,2022PAUL08,Shaun Paul,845
1526,2022HICK04,David Hicks,845
1527,2023FEKE01,Ayden Fekete,845
1528,2024SPIG01,JJ Spignese,845
1529,2023RODD02,David Rodriguez,845
1530,2023JOHN07,Michael Johnson,844
1531,2023SAVA04,Connor Savage,844
1532,2023LANC03,David Jackson Lance,844
1533,2023CORR03,Joah Corrales,844
1534,2023SENT03,Anirud Senthil,844
1535,2023DRAK07,Miles Drake,844
1536,2023WATK06,Andrew Z. Watkins,843
1537,2023CODG01,Oliver Codgen,843
1538,2023KELL30,Camden Kelley,843
1539,2024ALAO01,Idris Alaoui,843
1540,2024WALT08,Liam Patrick Walter,843
1541,2022ASHL03,Lincoln Ash,842
1542,2022STOO01,Michael Stoops,842
1543,2023MORE49,Kristian Moreno,842
1544,2024PAAH01,Mia Paahlman,842
1545,2022NGUY58,Julian Nguyen,842
1546,2022KINC01,Michael Kincade,842
1547,2023NOHJ01,Juneho Noh,842
1548,2023HAVA01,Aaron Havard,841
1549,2023GRIF12,Holly Griffin,840
1550,2021KAPL02,Skyler Kaplan,840
1551,2018MILL02,JR Miller,840
1552,2022HOUG02,Samuel Houghton,840
1553,2023GARD22,Xavier Gardner,840
1554,2022GIVE01,Jaiden Givens,840
1555,2017EISB01,Kaitlyn Eisbacher,840
1556,2024MILL22,James Miller,839
1557,2023LEQU01,Benjamin LeQuire,839
1558,2023WILL64,Beau Willis,839
1559,2023GLIC03,Zachariah Glick,839
1560,2024GROV01,Saksham Grover,839
1561,2022BERT06,Aron Bertsch,839
1562,2024RIGL01,Nicholai Alexander-Lee Rigler,839
1563,2022GAUG01,Gabriel Gau,839
1564,2023KRAF01,Claire Kraft,839
1565,2024LYTL01,Luke Lytle,839
1566,2023VELA32,Ana Cifuentes Velasquez,839
1567,2022CIBO01,Brayden Ciborowski,839
1568,2024WANG24,Lian Wang,838
1569,2022WALK18,Kody Walk,838
1570,2024RIZK01,Samuel Rizkalla,838
1571,2023JOHN13,Evan Johnson,838
1572,2022KASP08,Jack Kasper,838
1573,2023FILL01,David Fillmore,838
1574,2022ROSE20,David Lee Rose,838
1575,2022JOHN21,David Johnson,837
1576,2024ALVE10,Raphael Alvez,837
1577,2023BELL18,Makai Bellamy,837
1578,2022ARMS05,Collin Armstrong,837
1579,2023MCVE01,Hayden McVeigh,836
1580,2022BARF02,Jonas Alexander Barfield,836
1581,2024EGAN05,Kody Egan,836
1582,2022TOWL01,Kingston Cleveland Towler,836
1583,2023HORT02,Travis Horton Jr.,836
1584,2024THOM17,Justice Thompson,835
1585,2022DAYD01,David Day,835
1586,2022TIJE01,Emely Tijerina,835
1587,2023RIVA09,Ryan Rivas-Carroll,835
1588,2022ALOU01,Isabella Aloupis,834
1589,2024WARR03,Mackenzie Warren,834
1590,2021COXW01,William Cox,834
1591,2022THAK01,Aarav Thakur,834
1592,2023DONG03,Damian Dong,834
1593,2023BESS02,Cooper Bess,834
1594,2023CHRI28,Asa Christian,834
1595,2023CHAN50,Adlai Chang,833
1596,2023WICK03,Isaac Wickens,833
1597,2023KAMO03,Zachary Kamont,833
1598,2023DEAR04,Henry Dearman,833
1599,2023AUST02,Alexander Austin,833
1600,2023MARL01,Raylan Marlow,833
1601,2022SCOG01,Bently Scoggins,833
1602,2023MEYE09,Luke Meyer,833
1603,2024JONE04,Daniel Jones,832
1604,2024PUTN01,Max Putnam,832
1605,2024LEEA04,Adrian E. Lee,832
1606,2024VINC02,Nathan Vincent,832
1607,2023STIF01,Axel Stifflemire,832
1608,2022CROW01,Keyen Crownover,832
1609,2023FLEM03,Bruce Elijah Fleming,832
1610,2023PURS01,Everett Purser,832
1611,2024FRAD01,Joshua Joevany Fradestin,832
1612,2024PRIC01,Harrison Prichard,831
1613,2022MELL02,Tyler Mello,831
1614,2022ZAHE01,Suhail Zaheer,831
1615,2023MART94,Dathan Martin,830
1616,2023THIB02,Luke Thibodeau,830
1617,2022CHAM06,Max Champion,830
1618,2023LEEL01,Liam E. Lee,830
1619,2023RISO01,Gabe Risolvato,830
1620,2023PROF01,Colton James Profitt,830
1621,2024STUC01,Jaxon Stuckey,830
1622,2022FRON01,Ethan Frontiera,830
1623,2023KOCH01,Alexander Koch,830
1624,2023PONN03,Sahishnu Reddy Ponnapati,829
1625,2023BUTL12,Jackson Butler,829
1626,2022JESS02,Maddie Jessen,829
1627,2022BUIE01,John Buie,829
1628,2021CANT04,Elliott Cantor,829
1629,2022MYER03,Noah Myers,828
1630,2022ADHI07,Ishaan Adhikari,828
1631,2024COLV01,Ransom Hsieh Reaux Colvin,828
1632,2022ELST01,Eli Elstein,828
1633,2024WADK01,Bert Wadkins,828
1634,2022BANK05,Harrison Banks,827
1635,2024PARS01,William Parson,827
1636,2022HELM03,Jarod Clinton Helms,827
1637,2022RICH25,Tay Richardson,827
1638,2022STAD01,Thomas Stady,827
1639,2023ROGE01,Preston Rogers,827
1640,2024LEWI01,Jayden Lewis,827
1641,2024FIOR01,Daniel Fiorello,827
1642,2024JIAN06,Max Jiang,827
1643,2023BOWL02,Tyler Bowling,826
1644,2024ALAL01,Amr Alala,826
1645,2022RAMA12,Sanjith Ramalingam,826
1646,2023CIOT01,Antonio Ciotti,826
1647,2023SMIT32,Andy Smith,826
1648,2022PROS01,Jack Prose,825
1649,2023OLIV20,Casey Oliver,825
1650,2022HALL04,Gavin Michael Hall,825
1651,2024NEDE01,Marco Nedelchev,825
1652,2024MOBL01,Thaxton Mobley,825
1653,2024NAGG01,Hayes Naggar,825
1654,2024EGGL02,Thomas Eggleton,825
1655,2022DHAV01,Soham Dhavalikar,824
1656,2018OCON03,Brian O'Connell,824
1657,2023ZHAN61,Allen Zhang,824
1658,2022HOUG01,Benjamin Houghton,824
1659,2022WALK03,Caleb Walker,824
1660,2023CORN01,Gabriel Cornell-Webb,824
1661,2024GOME19,Sophia Gomez,824
1662,2022KHUS02,Krishna Khushalani,824
1663,2021KAUF01,Zachary Kauffman,824
1664,2023LEMO11,Garth Edward Lemon,823
1665,2023VAUG04,Sterling Vaughn,823
1666,2022CZAJ02,Dylan Czajka,823
1667,2024BATT02,Antonio Battles,823
1668,2023ANDE46,Devin Anderson,822
1669,2023PARK32,Landon Inwoo Park,822
1670,2024SILV43,Quinn Silvestri,822
1671,2015AREN01,Jason Arendt,822
1672,2022BANA05,Callum Bana,821
1673,2023ZEEL01,Zachary Zeeller,821
1674,2022CULP01,Jacob Culpepper,821
1675,2024ROCH05,Adam Rocha,821
1676,2024DAWS03,Emmett Dawson,821
1677,2022BERG06,Jackson Berger,821
1678,2022ROBE04,Wyatt Robertson,820
1679,2024BLAN08,Lucas Blankenbaker,820
1680,2023ESTR02,Gabriel Estrada,820
1681,2023PIOT02,Avett Piotrowski,820
1682,2023SMIT62,George Smith,819
1683,2023KELL01,Sanjay Kelley,819
1684,2015KOND02,Yashmith Kondaveeti,819
1685,2023LEAE01,Ethan Lea,819
1686,2024JEON09,Seonmin Jeong,819
1687,2018LONS01,Christopher Lonsinger,819
1688,2023SHOE02,Silas Shoemake,819
1689,2022CLOT01,Tyler Clotfelter,819
1690,2022MART80,Gianna Marie Martinez,819
1691,2024POLA02,Ivan Polach,819
1692,2023VIPI01,Dharsan Dev Vipindas,818
1693,2022HUDS05,Parker Hudson,817
1694,2022GESS02,Liam N. Gessman,817
1695,2024PIRE01,Walt Piretti,817
1696,2023KART19,Sagan Karthikeyan,817
1697,2024KIRB02,Jacob Kirby,817
1698,2023KONH01,George Konhilas,816
1699,2023CART04,Jameson Carter,816
1700,2023NARW02,Stephen Narwold,816
1701,2022PARK49,Elijah Parks,816
1702,2023ANIL02,Fnu Anil,815
1703,2018HERN37,Leo Hernandez,815
1704,2024JAIS01,Aadi Jaiswal,815
1705,2024BAGG01,Nolan Baggett,815
1706,2024FOMI01,Alexander Fomitsky,815
1707,2024KOSH01,Naitik Koshti,814
1708,2022BLAI03,William Fletcher Blair,814
1709,2022EVAN14,Jack Evans,814
1710,2023HOLL10,Jackson Holladay,814
1711,2023PRIE03,Austin Prieto,814
1712,2023AREV05,Nolan Arevalo,814
1713,2023FORD03,Gerald Thomas Ford,814
1714,2023JRBR01,Brandon Steward Jr.,814
1715,2023FORR03,Clive Lynn Forrester,813
1716,2021SURE01,Jay Suresh,813
1717,2024RIND02,Logan Herbert Rinderknecht,813
1718,2022NITT02,Sreeyans R. NItta,813
1719,2024PITT02,Josiah Reeves Pitts,813
1720,2024SMIT12,Patrick Smith,813
1721,2022EAST07,Kyle Easton,812
1722,2022WINT06,John R. Winter,812
1723,2023BARN12,Josiah Barnes,812
1724,2022GANS02,Mallory Isador Van Gansbeke,812
1725,2023WISO01,Tyler Wisor,812
1726,2022LOWJ02,Jeannette Low,812
1727,2023BRYA07,Trever Zain Bryant,812
1728,2023COLI03,Manuel Andres Nahr Colina,811
1729,2023LEEH08,Hyobeom Lee,811
1730,2023CHEN55,Jasper Chuyang Chen,811
1731,2024AVIL01,Leonardo Avila,811
1732,2022MCDO14,Blane Patrick McDonald,810
1733,2024SAVE01,Dilan Saverimuttu,810
1734,2023MEKA01,Sai Vivaan Mekala,809
1735,2023EDWA22,Mason Edwards,809
1736,2023GARD21,Oliver Gardner,809
1737,2023GEZA01,Arel Gez,809
1738,2024KNIG05,Josiah Knight,809
1739,2023SOKO01,Jacob Sokol,809
1740,2022MURR02,Abraham Murray,809
1741,2024BETT02,William Betterton,809
1742,2023HIRS04,Max Hirsch,809
1743,2024EKBU01,Justice Fisher Ekbundit,809
1744,2024INTH01,Miller Inthirathvongsy,809
1745,2024BLAI01,Harrison Blair,809
1746,2023MILL06,Douglas Miller,809
1747,2022JULI01,Devin Julien,808
1748,2022HOFF06,Liam Hoff,808
1749,2023CONN04,Boaz Conniff,808
1750,2024BRAN03,James Brantley,808
1751,2023JAME11,Jonathon Lee James Jr.,808
1752,2023DAVI14,Ethan Davis,808
1753,2022GARZ02,Raylan Garza,807
1754,2023HOOG02,Blake Hoogheem,807
1755,2024EGGL01,Jacob Eggleton,807
1756,2023COTT02,Ivy Cotton,807
1757,2024CHOU03,Laird Chou,807
1758,2022SCHM02,Wade Schmidt,807
1759,2022HOLC03,Benjamin Holcroft,807
1760,2022MADD06,Venkata Haricharish Maddeboina,806
1761,2022SMIT57,Noah Smith,806
1762,2023YOUN32,Bo Youngelman,806
1763,2024LABR02,Bryce LaBruyere,806
1764,2023BELL10,Jonathan Bell,806
1765,2023MATH09,Joel Kurian Mathew,806
1766,2023VUKK01,Nirmal Venkat Sooraj Vukkum,805
1767,2024MONR01,Kaleb Monroe,805
1768,2024GALL26,Dylan Galley,805
1769,2023SKYW01,Joshua Skywalker,805
1770,2022PORT07,Karissa Porterfield,805
1771,2022GUES01,Matthew Guess,805
1772,2023HIRT01,James M. Hirt,805
1773,2022MART38,William Patrick Martinez,804
1774,2024ROMA09,Samantta Roman-Rey,804
1775,2024SHIM04,Idan Shimer,804
1776,2023REBE02,Jake Rebella,804
1777,2022YOON02,David Yoon,803
1778,2024RENN02,Rafael Renny,803
1779,2023SMIT01,May Smith,803
1780,2023PERK05,Nicu Perkins,803
1781,2024JUST01,Asher Justesen,802
1782,2024CALL02,Noah Callahan,802
1783,2024HINT01,Weston Hinton,802
1784,2023ROBE09,Nolan Roberts,802
1785,2022MART89,Holden Martin,802
1786,2023EWIN03,Jack Ewing,802
1787,2023MANL03,Jaden Lee Manley,802
1788,2023BURK08,Harrison Burklow,802
1789,2023WASH01,Miller Washam,801
1790,2022WEAV01,Ethan Weaver,801
1791,2021MORE01,Weston Moreno,800
1792,2023BRYA01,Tate Bryant,800
1793,2024PATE04,Shiv Patel,800
1794,2023BROW49,Felix Augustine Brown,800
1795,2022WILD04,Miles Wildeboer,800
1796,2023MOOD02,Julian Moodoyan,800
1797,2023HARR17,Amber Harris,800
1798,2018VILL20,Patrick J. Villarreal,800
1799,2023DEES01,Justice Dees,800
1800,2022PHIL15,Caleb Phillips,799
1801,2022GRIM01,Maddox Grimsley,799
1802,2024ARIA06,Mateo Arias,799
1803,2023PASH01,Eliza Pasha,799
1804,2024RENF01,Nicholas Renfroe,799
1805,2023WILS44,Robert Wilson,799
1806,2022BROO09,Lane Brooks,798
1807,2023WYSS01,Dylan Jon Wyss,798
1808,2022SINC01,Xavier Sinco,798
1809,2023BROW09,Lucas Brown,798
1810,2024PEDE01,Christopher P. Pedersen,798
1811,2024NEAL01,John Wesley Neal IV,798
1812,2023GAND03,Samira Gandhi,797
1813,2023BUCK06,David Buckland,797
1814,2022SHIN15,Jiyu Shin,797
1815,2024GALP01,Finn Galpin,797
1816,2023ECHE02,Emilio Echeverry,796
1817,2023LOCK06,Brayden Lockwood,796
1818,2022DOST01,Scarlett Doster,796
1819,2023FRAN11,Sebastian Franco,796
1820,2023TYSO02,Saul Tyson,796
1821,2023JARR05,Zachary Jarrett,796
1822,2023MORG11,Malachi A. Morgan,796
1823,2023SCHR17,Aksel Konrad Schramm,796
1824,2023BAIR04,Gavin Baird,796
1825,2023DURB01,Beau Durbin,796
1826,2022MORI04,Takuto Moribe (守部拓登),795
1827,2023MAXW03,David Lars Maxwell,795
1828,2022MITC09,Jack Mitchell,795
1829,2023COAN01,William E. Coane,795
1830,2024PRAT03,James Pratt,795
1831,2023KNOT03,Savannah Knott,795
1832,2024SANT50,Tripp Santangelo,794
1833,2022MASO11,Cheney Mason,794
1834,2022PERE15,Xavy Joel Lanas Perez,794
1835,2024SHET02,Aashna Sheth,794
